survey_id,hhid,cons_ppp17
400000,400001,0.0
400000,400002,0.0
400000,400003,0.0
400000,400004,0.0
400000,400005,0.0
400000,400006,0.0
400000,400007,0.0
400000,400008,0.0
400000,400009,0.0
400000,400010,0.0
400000,400011,0.0
400000,400012,0.0
400000,400013,0.0
400000,400014,0.0
400000,400015,0.0
400000,400016,0.0
400000,400017,0.0
400000,400018,0.0
400000,400019,0.0
400000,400020,0.0
400000,400021,0.0
400000,400022,0.0
400000,400023,0.0
400000,400024,0.0
400000,400025,0.0
400000,400026,0.0
400000,400027,0.0
400000,400028,0.0
400000,400029,0.0
400000,400030,0.0
400000,400031,0.0
400000,400032,0.0
400000,400033,0.0
400000,400034,0.0
400000,400035,0.0
400000,400036,0.0
400000,400037,0.0
400000,400038,0.0
400000,400039,0.0
400000,400040,0.0
400000,400041,0.0
400000,400042,0.0
400000,400043,0.0
400000,400044,0.0
400000,400045,0.0
400000,400046,0.0
400000,400047,0.0
400000,400048,0.0
400000,400049,0.0
400000,400050,0.0
400000,400051,0.0
400000,400052,0.0
400000,400053,0.0
400000,400054,0.0
400000,400055,0.0
400000,400056,0.0
400000,400057,0.0
400000,400058,0.0
400000,400059,0.0
400000,400060,0.0
400000,400061,0.0
400000,400062,0.0
400000,400063,0.0
400000,400064,0.0
400000,400065,0.0
400000,400066,0.0
400000,400067,0.0
400000,400068,0.0
400000,400069,0.0
400000,400070,0.0
400000,400071,0.0
400000,400072,0.0
400000,400073,0.0
400000,400074,0.0
400000,400075,0.0
400000,400076,0.0
400000,400077,0.0
400000,400078,0.0
400000,400079,0.0
400000,400080,0.0
400000,400081,0.0
400000,400082,0.0
400000,400083,0.0
400000,400084,0.0
400000,400085,0.0
400000,400086,0.0
400000,400087,0.0
400000,400088,0.0
400000,400089,0.0
400000,400090,0.0
400000,400091,0.0
400000,400092,0.0
400000,400093,0.0
400000,400094,0.0
400000,400095,0.0
400000,400096,0.0
400000,400097,0.0
400000,400098,0.0
400000,400099,0.0
400000,400100,0.0
400000,400101,0.0
400000,400102,0.0
400000,400103,0.0
400000,400104,0.0
400000,400105,0.0
400000,400106,0.0
400000,400107,0.0
400000,400108,0.0
400000,400109,0.0
400000,400110,0.0
400000,400111,0.0
400000,400112,0.0
400000,400113,0.0
400000,400114,0.0
400000,400115,0.0
400000,400116,0.0
400000,400117,0.0
400000,400118,0.0
400000,400119,0.0
400000,400120,0.0
400000,400121,0.0
400000,400122,0.0
400000,400123,0.0
400000,400124,0.0
400000,400125,0.0
400000,400126,0.0
400000,400127,0.0
400000,400128,0.0
400000,400129,0.0
400000,400130,0.0
400000,400131,0.0
400000,400132,0.0
400000,400133,0.0
400000,400134,0.0
400000,400135,0.0
400000,400136,0.0
400000,400137,0.0
400000,400138,0.0
400000,400139,0.0
400000,400140,0.0
400000,400141,0.0
400000,400142,0.0
400000,400143,0.0
400000,400144,0.0
400000,400145,0.0
400000,400146,0.0
400000,400147,0.0
400000,400148,0.0
400000,400149,0.0
400000,400150,0.0
400000,400151,0.0
400000,400152,0.0
400000,400153,0.0
400000,400154,0.0
400000,400155,0.0
400000,400156,0.0
400000,400157,0.0
400000,400158,0.0
400000,400159,0.0
400000,400160,0.0
400000,400161,0.0
400000,400162,0.0
400000,400163,0.0
400000,400164,0.0
400000,400165,0.0
400000,400166,0.0
400000,400167,0.0
400000,400168,0.0
400000,400169,0.0
400000,400170,0.0
400000,400171,0.0
400000,400172,0.0
400000,400173,0.0
400000,400174,0.0
400000,400175,0.0
400000,400176,0.0
400000,400177,0.0
400000,400178,0.0
400000,400179,0.0
400000,400180,0.0
400000,400181,0.0
400000,400182,0.0
400000,400183,0.0
400000,400184,0.0
400000,400185,0.0
400000,400186,0.0
400000,400187,0.0
400000,400188,0.0
400000,400189,0.0
400000,400190,0.0
400000,400191,0.0
400000,400192,0.0
400000,400193,0.0
400000,400194,0.0
400000,400195,0.0
400000,400196,0.0
400000,400197,0.0
400000,400198,0.0
400000,400199,0.0
400000,400200,0.0
400000,400201,0.0
400000,400202,0.0
400000,400203,0.0
400000,400204,0.0
400000,400205,0.0
400000,400206,0.0
400000,400207,0.0
400000,400208,0.0
400000,400209,0.0
400000,400210,0.0
400000,400211,0.0
400000,400212,0.0
400000,400213,0.0
400000,400214,0.0
400000,400215,0.0
400000,400216,0.0
400000,400217,0.0
400000,400218,0.0
400000,400219,0.0
400000,400220,0.0
400000,400221,0.0
400000,400222,0.0
400000,400223,0.0
400000,400224,0.0
400000,400225,0.0
400000,400226,0.0
400000,400227,0.0
400000,400228,0.0
400000,400229,0.0
400000,400230,0.0
400000,400231,0.0
400000,400232,0.0
400000,400233,0.0
400000,400234,0.0
400000,400235,0.0
400000,400236,0.0
400000,400237,0.0
400000,400238,0.0
400000,400239,0.0
400000,400240,0.0
400000,400241,0.0
400000,400242,0.0
400000,400243,0.0
400000,400244,0.0
400000,400245,0.0
400000,400246,0.0
400000,400247,0.0
400000,400248,0.0
400000,400249,0.0
400000,400250,0.0
400000,400251,0.0
400000,400252,0.0
400000,400253,0.0
400000,400254,0.0
400000,400255,0.0
400000,400256,0.0
400000,400257,0.0
400000,400258,0.0
400000,400259,0.0
400000,400260,0.0
400000,400261,0.0
400000,400262,0.0
400000,400263,0.0
400000,400264,0.0
400000,400265,0.0
400000,400266,0.0
400000,400267,0.0
400000,400268,0.0
400000,400269,0.0
400000,400270,0.0
400000,400271,0.0
400000,400272,0.0
400000,400273,0.0
400000,400274,0.0
400000,400275,0.0
400000,400276,0.0
400000,400277,0.0
400000,400278,0.0
400000,400279,0.0
400000,400280,0.0
400000,400281,0.0
400000,400282,0.0
400000,400283,0.0
400000,400284,0.0
400000,400285,0.0
400000,400286,0.0
400000,400287,0.0
400000,400288,0.0
400000,400289,0.0
400000,400290,0.0
400000,400291,0.0
400000,400292,0.0
400000,400293,0.0
400000,400294,0.0
400000,400295,0.0
400000,400296,0.0
400000,400297,0.0
400000,400298,0.0
400000,400299,0.0
400000,400300,0.0
400000,400301,0.0
400000,400302,0.0
400000,400303,0.0
400000,400304,0.0
400000,400305,0.0
400000,400306,0.0
400000,400307,0.0
400000,400308,0.0
400000,400309,0.0
400000,400310,0.0
400000,400311,0.0
400000,400312,0.0
400000,400313,0.0
400000,400314,0.0
400000,400315,0.0
400000,400316,0.0
400000,400317,0.0
400000,400318,0.0
400000,400319,0.0
400000,400320,0.0
400000,400321,0.0
400000,400322,0.0
400000,400323,0.0
400000,400324,0.0
400000,400325,0.0
400000,400326,0.0
400000,400327,0.0
400000,400328,0.0
400000,400329,0.0
400000,400330,0.0
400000,400331,0.0
400000,400332,0.0
400000,400333,0.0
400000,400334,0.0
400000,400335,0.0
400000,400336,0.0
400000,400337,0.0
400000,400338,0.0
400000,400339,0.0
400000,400340,0.0
400000,400341,0.0
400000,400342,0.0
400000,400343,0.0
400000,400344,0.0
400000,400345,0.0
400000,400346,0.0
400000,400347,0.0
400000,400348,0.0
400000,400349,0.0
400000,400350,0.0
400000,400351,0.0
400000,400352,0.0
400000,400353,0.0
400000,400354,0.0
400000,400355,0.0
400000,400356,0.0
400000,400357,0.0
400000,400358,0.0
400000,400359,0.0
400000,400360,0.0
400000,400361,0.0
400000,400362,0.0
400000,400363,0.0
400000,400364,0.0
400000,400365,0.0
400000,400366,0.0
400000,400367,0.0
400000,400368,0.0
400000,400369,0.0
400000,400370,0.0
400000,400371,0.0
400000,400372,0.0
400000,400373,0.0
400000,400374,0.0
400000,400375,0.0
400000,400376,0.0
400000,400377,0.0
400000,400378,0.0
400000,400379,0.0
400000,400380,0.0
400000,400381,0.0
400000,400382,0.0
400000,400383,0.0
400000,400384,0.0
400000,400385,0.0
400000,400386,0.0
400000,400387,0.0
400000,400388,0.0
400000,400389,0.0
400000,400390,0.0
400000,400391,0.0
400000,400392,0.0
400000,400393,0.0
400000,400394,0.0
400000,400395,0.0
400000,400396,0.0
400000,400397,0.0
400000,400398,0.0
400000,400399,0.0
400000,400400,0.0
400000,400401,0.0
400000,400402,0.0
400000,400403,0.0
400000,400404,0.0
400000,400405,0.0
400000,400406,0.0
400000,400407,0.0
400000,400408,0.0
400000,400409,0.0
400000,400410,0.0
400000,400411,0.0
400000,400412,0.0
400000,400413,0.0
400000,400414,0.0
400000,400415,0.0
400000,400416,0.0
400000,400417,0.0
400000,400418,0.0
400000,400419,0.0
